,p_id,replyid,p_username,p_up,p_date,p_content
1593,818773,424554,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1594,818689,424554,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1595,818666,424554,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1596,818662,424554,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1597,818615,424554,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1598,818613,424554,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1599,818600,424554,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1600,832464,424250,车质网用户3095900,0,2小时前,OK
1601,818773,424250,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1602,818689,424250,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1603,818666,424250,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1604,818662,424250,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1605,818615,424250,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1606,818613,424250,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1607,818600,424250,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1608,832464,424095,车质网用户3095900,0,2小时前,OK
1609,818773,424095,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1610,818689,424095,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1611,818666,424095,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1612,818662,424095,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1613,818615,424095,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1614,818613,424095,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1615,818600,424095,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1616,832464,423568,车质网用户3095900,0,2小时前,OK
1617,818773,423568,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1618,818689,423568,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1619,818666,423568,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1620,818662,423568,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1621,818615,423568,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1622,818613,423568,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1623,818600,423568,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1624,832464,423415,车质网用户3095900,0,2小时前,OK
1625,818773,423415,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1626,818689,423415,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1627,818666,423415,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1628,818662,423415,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1629,818615,423415,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1630,818613,423415,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1631,818600,423415,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1632,832464,423383,车质网用户3095900,0,2小时前,OK
1633,818773,423383,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1634,818689,423383,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1635,818666,423383,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1636,818662,423383,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1637,818615,423383,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1638,818613,423383,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1639,818600,423383,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1640,832464,422860,车质网用户3095900,0,2小时前,OK
1641,818773,422860,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1642,818689,422860,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1643,818666,422860,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1644,818662,422860,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1645,818615,422860,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1646,818613,422860,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1647,818600,422860,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1648,832464,422706,车质网用户3095900,0,2小时前,OK
1649,818773,422706,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1650,818689,422706,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1651,818666,422706,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1652,818662,422706,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1653,818615,422706,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1654,818613,422706,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1655,818600,422706,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1656,832464,422555,车质网用户3095900,0,2小时前,OK
1657,818773,422555,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1658,818689,422555,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1659,818666,422555,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1660,818662,422555,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1661,818615,422555,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1662,818613,422555,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1663,818600,422555,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1664,832464,422248,车质网用户3095900,0,2小时前,OK
1665,818773,422248,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1666,818689,422248,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1667,818666,422248,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1668,818662,422248,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1669,818615,422248,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1670,818613,422248,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1671,818600,422248,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1672,832464,422009,车质网用户3095900,0,2小时前,OK
1673,818773,422009,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1674,818689,422009,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1675,818666,422009,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1676,818662,422009,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1677,818615,422009,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1678,818613,422009,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1679,818600,422009,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1680,832464,421890,车质网用户3095900,0,2小时前,OK
1681,818773,421890,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1682,818689,421890,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1683,818666,421890,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1684,818662,421890,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1685,818615,421890,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1686,818613,421890,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1687,818600,421890,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1688,832464,421350,车质网用户3095900,0,2小时前,OK
1689,818773,421350,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1690,818689,421350,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1691,818666,421350,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1692,818662,421350,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1693,818615,421350,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1694,818613,421350,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1695,818600,421350,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1696,832464,421232,车质网用户3095900,0,2小时前,OK
1697,818773,421232,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1698,818689,421232,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1699,818666,421232,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1700,818662,421232,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1701,818615,421232,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1702,818613,421232,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1703,818600,421232,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1704,832464,420056,车质网用户3095900,0,2小时前,OK
1705,818773,420056,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1706,818689,420056,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1707,818666,420056,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1708,818662,420056,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1709,818615,420056,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1710,818613,420056,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1711,818600,420056,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1712,832464,419529,车质网用户3095900,0,2小时前,OK
1713,818773,419529,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1714,818689,419529,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1715,818666,419529,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1716,818662,419529,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1717,818615,419529,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1718,818613,419529,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1719,818600,419529,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1720,832464,417049,车质网用户3095900,0,2小时前,OK
1721,818773,417049,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1722,818689,417049,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1723,818666,417049,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1724,818662,417049,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1725,818615,417049,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1726,818613,417049,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1727,818600,417049,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1728,832464,416435,车质网用户3095900,0,2小时前,OK
1729,818773,416435,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1730,818689,416435,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1731,818666,416435,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1732,818662,416435,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1733,818615,416435,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1734,818613,416435,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1735,818600,416435,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1736,832464,415852,车质网用户3095900,0,2小时前,OK
1737,818773,415852,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1738,818689,415852,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1739,818666,415852,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1740,818662,415852,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1741,818615,415852,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1742,818613,415852,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1743,818600,415852,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1744,832464,415614,车质网用户3095900,0,2小时前,OK
1745,818773,415614,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1746,818689,415614,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1747,818666,415614,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1748,818662,415614,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1749,818615,415614,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1750,818613,415614,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1751,818600,415614,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1752,832464,415314,车质网用户3095900,0,2小时前,OK
1753,818773,415314,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1754,818689,415314,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1755,818666,415314,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1756,818662,415314,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1757,818615,415314,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1758,818613,415314,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1759,818600,415314,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1760,832464,415079,车质网用户3095900,0,2小时前,OK
1761,818773,415079,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1762,818689,415079,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1763,818666,415079,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1764,818662,415079,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1765,818615,415079,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1766,818613,415079,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1767,818600,415079,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1768,832464,414666,车质网用户3095900,0,2小时前,OK
1769,818773,414666,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1770,818689,414666,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1771,818666,414666,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1772,818662,414666,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1773,818615,414666,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1774,818613,414666,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1775,818600,414666,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1776,832464,414429,车质网用户3095900,0,2小时前,OK
1777,818773,414429,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1778,818689,414429,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1779,818666,414429,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1780,818662,414429,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1781,818615,414429,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1782,818613,414429,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1783,818600,414429,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1784,832464,414249,车质网用户3095900,0,2小时前,OK
1785,818773,414249,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1786,818689,414249,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1787,818666,414249,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1788,818662,414249,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1789,818615,414249,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1790,818613,414249,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1791,818600,414249,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1792,832464,414011,车质网用户3095900,0,2小时前,OK
1793,818773,414011,66的人,1,2022-03-01 17:37,这么大的车，加上油电混动，真是绝绝子。
1794,818689,414011,别人家的孩子,0,2022-03-01 11:19,丰田的混动系统，还是比较值的，再加上GS8的大空间，产品蛮好的
1795,818666,414011,WLDRA,0,2022-03-01 10:33,感觉是真不错，这一代GS8的外观是真的吸引人，看上去是特别的霸气，而且整体配置也高，蛮不错的
1796,818662,414011,老木匠的房子,0,2022-03-01 10:31,"外观设计时尚感强，很符合我的审美，我很喜欢。内饰其实挺好的，配色也是我想要的，配置丰富，科技感很足。
"
1797,818615,414011,famous911,0,2022-03-01 09:31,第二代广汽传祺GS8配置真是不低，全系自动空调，动力使用的还是丰田同款的双擎系统，油耗控制也更出色，性价比相当高
1798,818613,414011,黄焖鸡,0,2022-03-01 09:28,这大灯看着是真的挺不错的，个人很喜欢的这种设计，不过据说新款开起来也不错
1799,818600,414011,黄焖鸡咯咯哒,0,2022-03-01 09:13,这车气势是真的足，之前GS8就挺好看的，新的这个更精致了
1800,832464,413357,车质网用户3095900,0,2小时前,OK
