,replyid,sourceid,content,authorid,author,supports,showTime
6606,121886,153738,一句话：打不过。理由：牌子没特斯拉能装逼。野马卖的好是因为起码会叫，这个车有什么？有一个谁都不认识的标？,269525,ibobo,0,2021-04-14 13:45:34
6607,121888,153738,不，对比小鹏p7丝毫没有竞争力,269526,faceless,0,2021-04-14 13:43:52
6608,121889,153738,扑街,161084,赵鑫,0,2021-04-14 13:43:47
6609,121853,153738,太贵，性价比完全比不上零跑c11,269507,纯纯肉动,0,2021-04-14 13:43:31
6610,121890,153738,有啥用，没有特斯拉会讲故事,140382,鹏鹏,0,2021-04-14 13:42:43
6611,121875,153738,三年内能达到特斯拉每个月一半的上险量我把丐中丐model3卖了换。,269524,老周,0,2021-04-14 13:42:34
6612,121847,153736,这要说没抄甲壳虫就过分了😱,268683,Wallgreen,0,2021-04-14 16:07:43
6613,121846,153736,甲壳虫吧,138336,风林火山,0,2021-04-14 12:07:49
6614,121929,153735,这是连byd汉一起打死的价格啊,267664,邦友悠游的鱼,0,2021-04-15 16:11:26
6615,121892,153705,坐等降价5万,269527,郭延晨,0,2021-04-14 18:15:45
6616,121893,153705,这个车装逼时间太长了 价格过高错过了最佳销售期,269528,阿大,0,2021-04-14 18:03:56
6617,121894,153705,我一直想知道，极星的核心竞争力是什么？,269529,MX,0,2021-04-14 18:01:10
6618,121895,153705,这个价格很不错，终于有一战之力了，个人觉得颜值超过byd和小鹏,269530,Song松,0,2021-04-14 16:51:42
6619,121896,153705,出新款就是为了降价吧 但是降的不够啊,269531,beneman,0,2021-04-14 16:16:33
6620,121897,153705,这车花钱就是买内饰了，看内饰材质喜不喜欢，反正这个内饰整个车市独polestar一份，别无二家,161420,李汉舒,0,2021-04-14 15:27:19
6621,121898,153705,这跟吉利几何有点撞脸啊,269532,韩小黑,0,2021-04-14 14:51:19
6622,121899,153705,由于价格和内部空间的限制，注定销售无法走量的产品？为什么特斯拉价毛豆3空间更差，续航更差，做工更差，却能走量？,140600,蜗牛,0,2021-04-14 14:50:06
6623,121900,153705,自降身价好尴尬 像蔚来一样杠着呀 ,161252,飞飞          ༽,0,2021-04-14 14:45:37
6624,121901,153705,"极星本就出圈不顺,印象里就是各种召回,可以说连面都见不到就得回炉再造了,接下来还要和自己的兄弟极氪进行对比竞争,吉利集团的电气化道路还是悬啊.[吃瓜][吃瓜]",162831,朱著东,0,2021-04-14 14:38:34
6625,121902,153705,给我一个买这玩意不买小鹏P7的理由？,161278,徐良,0,2021-04-14 13:53:11
6626,121904,153705,给我一个买这玩意不买汉ev的理由？,269533,飞羽的流星,0,2021-04-14 13:47:41
6627,121905,153705,后排中央地板能再凸起高点吗，干脆和座椅平齐。,269534,面朝大海，春暖花开,0,2021-04-14 13:43:51
6628,121906,153705,氪金能超这价？,172344,未来,0,2021-04-14 13:43:07
6629,127308,153703,2.88万呢？,281651,邦友aa0cc945,0,2021-08-06 23:06:02
6630,121989,153703,合法老年代步车重出江湖！,145689,Neo,0,2021-04-16 23:26:18
6631,121992,153703,这回交警不用抓老头乐了,262959, 逍遥遊,0,2021-04-15 08:29:39
6632,121993,153703,将老头乐进行到底！,269753,尉,0,2021-04-14 23:31:51
6633,121994,153703,要把老头乐取代的节奏,269754,生如夏花,0,2021-04-14 19:26:04
6634,121995,153703,摇号城市看着馋的流口水,138244,ꫛꫀꪝ,0,2021-04-14 18:54:14
6635,121907,153703,定价2万以内就不可能，参考宝骏E200好像5万多，就算怎么减配，电池容量放在那里，估计定价会和新款mini ev低配3万多一样，以续航吸引用家。,269515,喂喂,0,2021-04-14 15:50:38
6636,121908,153703,楼下的算错了，这是18.8度电吧。不过这么小车，还真可能标称300+，255+可能性最大。建议对这类百公里电耗低于8度的城市代步车加大国补，彻底替代各种三轮和蹦子们，还道路一个清静，最关键的能纳入交通法规管理呀！,122155,一品雪鱼,0,2021-04-14 15:25:37
6637,121997,153703,这不是知豆？？,254216,小胖手,0,2021-04-14 14:51:09
6638,121998,153703,有点像老年快乐盒,269755,哆啦咪,0,2021-04-14 14:44:17
6639,121909,153703,"[捂脸][捂脸]东厂干不成的事情我西厂来干！直接把自家的宝骏E200换标改壳上马,五菱是永远滴神！个人感觉这个才符合科幻电动新能源车未来的外形.",162831,朱著东,0,2021-04-14 14:41:33
6640,121910,153703,更小的车反而电池更大，咋不给mini升级电池呢,269535,krischeny,0,2021-04-14 14:31:26
6641,121912,153703,干死老年代步车的节奏[666][666][666]话说全国老年代步车的保有量也不在少数，细分市场大有可为[吃瓜][吃瓜][吃瓜],160804,王家珍,0,2021-04-14 14:20:50
6642,121913,153703,奔奔不吭声了…,269536,louis 娄℡¹⁵¹⁵⁵³⁴⁵⁸⁸³,0,2021-04-14 14:16:25
6643,121914,153703,关键是定价2万内[强],269537,wQ.,0,2021-04-14 14:07:35
6644,121915,153703,低于2万给我来100台，28度电的车，续航肯定300公里了。给来弥补宏光miniEV续航太低的不足。价格我猜要接近4万,170311,在水一方,0,2021-04-14 13:58:00
6645,121917,153703,五菱说:跟我比低价，我让你输得一塌糊涂。,189955,啊伟,0,2021-04-14 13:49:38
6646,121918,153703,弄个可拆卸敞篷就6了,269538,李锦昆,0,2021-04-14 13:48:30
6647,121920,153703,只有五菱自己可以打败自己！真的是永远滴神！,269539,戴立辰,0,2021-04-14 13:48:14
6648,121921,153703,1.87突破曾经奥拓的价格,172344,未来,0,2021-04-14 13:47:43
6649,121922,153703,電動版smart？,269540,Vic,0,2021-04-14 13:41:28
6650,121923,153703,这不就是宝骏改款嘛[捂脸],269541,刘明,0,2021-04-14 13:40:59
6651,121790,153700,欧拉黑猫很能打啊，一直都是第四，偶尔还能第三！猫系家族，加油！,175779,Vker,0,2021-04-13 19:58:26
6652,121791,153700,"DMI3月8日才宣布上市
今天4月13了还没有大规模交付
上牌又还有一个过程
数据不会那么快出来
大家猜一猜会到几万[呲牙]",162368,佳兴蛋品批发,0,2021-04-13 19:43:17
6653,121792,153700,你们说的BBA是宾利、布加迪、阿斯顿马丁吗？[悠闲][悠闲],269349,jalen,0,2021-04-13 17:54:03
6654,121794,153700,被封面小姐姐给骗了~,161446,寻,0,2021-04-13 17:25:54
6655,121796,153700,五菱MINI改装件要火,269350,张潇龙,0,2021-04-13 17:22:56
6656,121782,153700,你的数字打错了,196034,冬雨来了,0,2021-04-13 16:55:33
6657,121797,153700,我想说说里程碑这个词是中文创造的，上世纪从英语意译引进的，怎么感觉马斯克的微博是中文直译过去的呢，这个微博发得有点假。,175939,天枫,0,2021-04-13 15:32:16
6658,121798,153700,我朋友19年12月买的进口版四驱Model 3，落地50出头，他说现在每个月都要去修车，不是这有小问题就是那里有小问题,269351,____________彬。,0,2021-04-13 15:24:27
6659,121799,153700,想不通的是奔奔续航比五菱高，还是四门的 为啥卖的那么差，难道买车的人外观比配置更看中吗,192274,花小新（时空传送门领军者）,0,2021-04-13 15:09:25
6660,121800,153700,还要看下车价的，毕竟除了特斯拉，新势力的几位都不算便宜，蔚来这个价格能有这样的成绩不错了，本来这个价位的体量就比20万一下价位的少多了，想抢占BBA市场还需要时间，理想的问题是新产品出太慢，一款产品，而且现在市场对纯电的热情还是很大，下个产品是否出双版本呢？是迎合市场还是坚持自我。小鹏还没有太站稳定位，同价位的汉也很强，特斯拉也热销，p5以目前曝光来看，还需要再观望。,269352,阳阳,0,2021-04-13 14:45:51
6661,121801,153700,以前燃油车，SUV和同级轿车比起来价格并不高，现在电动车，SUV和轿车相比车重更大，同续航就需要更大的电池，带来了更高的成本，价格也就更高，500续航的宋plus的价格相当于一辆600续航的秦plus，大家一看，同价位肯定买续航更高的了，所以电动SUV自然就不那么好卖了,156959,绯雨流晴,0,2021-04-13 14:39:54
6662,121804,153700,赶紧出纯电suv来对抗Model Y啊，理想和蔚来不算正宗纯电。买Y的人冲着牌子去的，抢的是BBA的市场，广汽比亚迪啥的出点高端车，宣传做起来，也能当国潮，像最近的李宁。,269353,彭亮,0,2021-04-13 14:06:43
6663,121806,153700,懂车的人不会去选特斯拉,269354,Dieas,0,2021-04-13 13:57:24
6664,121808,153700,D1怎么可能卖爆？15万的价格400续航，除了个侧滑门，其他配置也落后，aionY不更香吗？,269355,流星森林尚,0,2021-04-13 13:55:06
6665,121810,153700,榜首那位，你应该说“美国制裁你，zf还引进tsl”，你说谁疯了？tsl绝对是一个妥协产物,269356,陶朱沉鱼,0,2021-04-13 13:52:48
6666,121811,153700,现在是SUV不如轿车好卖了吗？很多车企还是开发了较多的SUV车型，它们是不是战略方向错了？,161715,木麦君,0,2021-04-13 13:51:39
6667,121812,153700,埃安Y估计能达到5千的程度,269357,白字,0,2021-04-13 13:39:25
6668,121813,153700,比亚迪轰轰烈烈发布的DM-i插混车型，怎么只是雷声大雨点小呢？,269358,逝水无痕,0,2021-04-13 13:38:47
6669,121814,153700,北京西二旗这边见到好几次滴滴D1了，绿色的,161576,胡小涛丶,0,2021-04-13 13:30:02
6670,121802,153700,希望D1去掉打车相关的智能件，开放C端销售,175821,意玉,0,2021-04-13 13:23:39
6671,121815,153700,侧滑门d1要是精致点做成家用得卖爆了,139110,LutherPatten,0,2021-04-13 13:18:35
6672,121816,153700,特斯拉的数据疑似包含出口去欧洲的了,269359,Chaos,0,2021-04-13 13:18:21
6673,121817,153700,说明什么？说明质量不重要，刹车失灵不重要。能装逼续航长最重要[强],269360,ibobo,0,2021-04-13 13:16:58
6674,121818,153700,比亚迪dmi才刚刚开始交付吧。。起码要4月销量才能体现。,269361,陈思源,0,2021-04-13 13:16:34
6675,121820,153700,感觉现在的特斯拉就是90年代的桑塔纳，不同的是现在有钱人多多了[旺柴],269362,三五三十五,0,2021-04-13 13:15:37
6676,121821,153700,五菱卖了二十多万台mini了吧，净利润才一个多亿，合着一台车才挣几百块。,269363,A0涂靓,0,2021-04-13 13:13:26
6677,121822,153700,国产三强的销量迟迟起不来，下半年传统车企700km续航的电车将出，留给他们的时间不多了,269364,song,0,2021-04-13 13:13:21
6678,121823,153700,美国制裁你，你还疯狂支持他，你说你是不是疯了？,138336,风林火山,0,2021-04-13 13:12:31
6679,121824,153700,奔奔又回来了,140558,猫爱吃饭,0,2021-04-13 13:11:20
6680,121825,153697,这就是一个向外界传递信号的产物，告诉全世界百年传奇跑车品牌回来了,162042,＊ γκο,0,2021-04-13 15:00:09
6681,121826,153697,侧面看太臃肿，拖泥带水的,269365,MX,0,2021-04-13 14:52:29
6682,121827,153697,虽然是名爵的车主，都不太相信量产车会做成这样[擦汗],269366,Mr.梁,0,2021-04-13 13:49:14
6683,121828,153697,驾乘感觉就是坐在地上的是吗,269367,一条无忧无虑的鱼,0,2021-04-13 13:34:14
6684,121829,153697,时尚的外观里还是透出SAIC便宜的气质,269368,yang,0,2021-04-13 13:22:45
6685,121830,153697,买车送猫吗，小黑小白[可怜],161886,闇の水晶,0,2021-04-13 13:17:08
6686,121831,153697,我是不相信上汽的概念车和凉产车,269369,茄知排条,0,2021-04-13 13:13:52
6687,121843,153670,是车牌的限制,269372,就是这么简单,0,2021-04-13 14:39:54
6688,121844,153670,以现有的燃油车技术，想达到欧七标准，基本上是痴人说梦。那到时会不会人多势众，法不责众呢,161842,清水,0,2021-04-13 13:54:01
6689,121832,153666,油车占用充电车位应该直接罚200  电动车去加油站也罚200[呲牙],161466,王磊,0,2021-04-13 19:57:50
6690,121833,153666,有钱任性,269370,Qipeng.H,0,2021-04-13 16:40:29
6691,121836,153666,停车场哪有动力配合去做这些管理？不得花钱吗？,269362,三五三十五,0,2021-04-13 14:27:05
6692,121838,153666,如果都装充电桩了  那也就不用在乎占车位的问题了,139818,小爱,0,2021-04-13 13:45:20
6693,121839,153666,直接让执法部门拖走[咒骂]收1.5倍停车费这种不痛不痒的规章谁制定的？？市领导肯定不开电车吧？？,161858,魔免的小猫,0,2021-04-13 13:29:33
6694,121834,153666,1.5倍停车费。没有威慑力。应该3倍收取,160731,A男宫爵潮鞋,0,2021-04-13 13:24:35
6695,121840,153666,这么说的话 所有车位都装上不值钱的交流桩 不就可以直接收1.5倍的停车费？妙哉,192162,小枫,0,2021-04-13 13:23:13
6696,121842,153666,高人一等啊,269371,文锋LEE,0,2021-04-13 13:18:25
6697,121778,153665,看着还可以,224226,Danson,0,2021-04-12 16:47:47
6698,121773,153633,还差海尔，格力，美的～,253549,石磊,0,2021-04-12 16:50:43
6699,121774,153633,优秀。。就等恒大汽车了。。,258077,无心,0,2021-04-12 13:40:01
6700,121775,153633,就想问买车送彩电吗？,140499,LIXV,0,2021-04-12 13:35:36
6701,121777,153633,我等一个格兰仕汽车,138434,吖峰,0,2021-04-12 13:27:53
6702,121725,153633,创维电动车，屏幕应该数量够够的,268735,电动巧克力,0,2021-04-12 00:15:08
6703,121768,153632,争气！比亚迪也上来了 ,256722,邦友159d037b,0,2021-04-11 13:45:44
6704,121726,153631,鬼探头受得了么,268735,电动巧克力,0,2021-04-12 00:19:22
6705,121769,153631,不敢用不敢用，你继续。,228125,村,0,2021-04-11 13:22:52
6706,121770,153631,毕竟人开车不需要雷达也能L5,268752,　,0,2021-04-11 13:01:42
6707,121783,153630,价格是关键,138059,宇视群贤,0,2021-04-12 09:16:59
6708,121727,153630,大众这个系统啊，真是要了命喽,268735,电动巧克力,0,2021-04-12 00:20:30
6709,121784,153630,终于有7座车了，二孩家庭的选择,145746,孙铭芳,0,2021-04-11 21:40:34
6710,121765,153630,[Doge][Doge][Doge]只要不上鼓刹都好说，毕竟D众刀法精准让庖丁解牛都直呼内行~,162831,朱著东,0,2021-04-11 15:06:54
6711,121766,153630,纯电领域，合资真的跟不上国产了,139999,大程程,0,2021-04-11 14:02:13
6712,121767,153630,车比model y重了300公斤，动力小了一半，就不能把动力稍微提升一点吗,252604,华山,0,2021-04-11 13:21:23
6713,121701,153628,乍一眼看上去内饰牛逼得很，但认真看这三个屏幕真心丑，屏幕亮起来后黑边框一定毫无科技感。,268661,村,0,2021-04-10 16:52:45
6714,121702,153628,EQB续航不行啊，才60kWh电池组,137644,米秋实,0,2021-04-10 15:52:18
6715,121771,153627,"电池优先解决续航，安全才是第二问题。
续航上去了，再转向安全的问题就不难解决了。或者至少能达到走出实验室的标准，这就够了。",254114,刹那·F·精英,1,2021-04-11 23:22:15
6716,121732,153627,/::D/::D舒服哥已经全面开战，“佩刀”亮剑时刻，全面放开刀片电池产能给友商用，摊分研发成本，自家卖车也赚钱，有利于行业续航和电池安全性提升，要和宁德时代正面硬刚了.,162831,朱著东,0,2021-04-11 15:04:44
6717,121733,153627,我师傅燕心胸口碎大石也能做到不变形，不流液，不冒烟。,255776,纳米,0,2021-04-11 14:56:18
6718,121737,153627,订的宋plusdmi都不知道自己多少号，目前啥进度，这销售体系太tmd烂了,268743,Smarking,0,2021-04-11 14:25:47
6719,121730,153627,电池不爆炸保证安全行驶的前提下，续航能力才是最实用的。,254558,এ喜闻乐见,0,2021-04-11 14:12:20
6720,121739,153627,纯电的价格不能算是厚道,253642,山海皆可平,0,2021-04-11 13:39:23
6721,121728,153627,刀片电池也好，弹夹电池也好，作为电车老司机，我关心的是续航，真实续航，冬天的真实续航。强调这么多电池安全，我的车买了4年多，没翻过车，没被猛烈撞击过，充其量轻轻地亲吻过三辆车的屁股，都没事走人了，我为什么要关心一件极小概率的事情？现在电车着火的事件那么多，有几件是因为车祸导致的？恐怕也只占极少数吧。为什么特斯拉不去研究刀片电池，不去研究弹夹电池，因为马斯克很清楚什么是重要的，什么是不重要的。,268742,兰捷,0,2021-04-11 13:37:48
6722,121740,153627,好听点叫刀片电池，不好听点叫磷酸铁锂,268744,我在回忆里等你~,0,2021-04-11 13:31:22
6723,121742,153627,比亚迪吹牛逼可以的,252784,刘勇,0,2021-04-11 13:30:04
6724,121743,153627,为什么都是400，秦PLUS EV比e2足足多了4度电，前代e2是47度电的,194727,白字,0,2021-04-11 13:21:41
6725,121744,153627,别说那么多没用的拿货来卖，想订个dmi要3个月，别的品牌应该干不出来,218049,##,0,2021-04-11 13:18:25
6726,121745,153627,偷换概念，除了唐，其他宋车系加速用的都是0～50km/::-|,253549,石磊,0,2021-04-11 13:15:30
6727,121747,153627,唐的价格还是太虚,161031,饺子,0,2021-04-11 13:12:39
6728,121748,153627,说这么多都没用。。老款车DM（2019款）可以做到升级刀片电池就真的牛！,268745,菜枎,0,2021-04-11 13:09:29
6729,121735,153627,刀片f0来两台，轮着开,137635,塞上雁,0,2021-04-11 13:03:38
6730,121749,153627,单电芯的挤压测试我记得好像也测过，还有视频。,158823,SZ,0,2021-04-11 13:02:21
6731,121716,153626,石墨烯呢？8分钟充几百公里国家电网允许吗？你????️准备多粗的线呀？,231798,⃔ 爱因斯不太舒坦 ⃕,0,2021-04-11 10:51:20
6732,121717,153626,就等着看你怎么圆谎，广汽吹牛就你最行，电池虚标就你最厉害,260782,胖貓貓~~长得丑&嘴不甜,0,2021-04-10 21:07:55
6733,121637,153626,7月1日就不用nedc了吧，续航能有多少？,121619,邦友ac1d4b66,0,2021-04-10 20:52:28
6734,121718,153626,纯电汽车续航加长是好事，谁不喜欢长续航的车呀，1000KM续航绝对是个突破，我个人还是很期待的，希望大家看事情不要太苛刻了,268690,烟城疏雨隔斜阳,0,2021-04-10 18:18:18
6735,121719,153626,不是说已经经过验证的成熟技术吗？大品牌不会给出做不到的承诺的，大家需要理性地看待问题啊,268691,翟辰说你不行,0,2021-04-10 18:17:52
6736,121682,153626,广汽就是扯，六十千瓦的充电线已经有手腕粗了，你好几百千瓦充电是不是线径得大腿粗,213925,北京行者,0,2021-04-10 17:10:25
6737,121683,153626,如果都是真的并且商用两年后无安全事故，广汽的牛皮可以吹得没毛病！,162148,Ψ大树杈子Ψ               l,0,2021-04-10 16:33:47
6738,121684,153626,这么先进？接下来需要外观过关才行,268651,忒,0,2021-04-10 16:07:11
6739,121686,153626,国家电网：无法提供这样的供电容量，只能在做一两个样板间,268652,twotwo,0,2021-04-10 15:48:26
6740,121688,153626,所以超充设备还得跟上啊，现在国网的快充已经满足不了了,268653,去码头整点薯条,0,2021-04-10 15:43:12
6741,121680,153626,如果你家快充是真的 那我宣布蔚来的换电技术可以废了。,175763,allen²⁰¹8,0,2021-04-10 15:12:50
6742,121689,153626,只要续航真能达到我立马买买买,268654,Jacky石汝磊,0,2021-04-10 15:11:38
6743,121690,153626,目前充电桩一般也就120kw 8分钟能充几度电？ 适用性低的功能等于没有,192162,小枫,0,2021-04-10 15:09:33
6744,121691,153626,埃安？换个好听好记的名字那么难吗？不行上街找个算命先生起个名字吧。如果真能达到你们说的安全与续航，下一辆就是LX了，记着把品牌名字起好哈！,160773,放飞心情_罗玉,0,2021-04-10 15:08:15
6745,121692,153626,可以跑上千公里，请问电池价格怎么样，安全怎么样，如果没有性价比和安全，还会不会有市场,268655,楓葉,0,2021-04-10 14:59:48
6746,121693,153626,感觉广汽才是踏踏实实做纯电动车的，不像一些车企还停留在研究轴距和软件上，骗取国家补贴上，没把目光放在基础研发上，谁打破了电车的短板谁才是市场的掌舵人。,268656,༺ༀ༂࿅࿆啥࿅࿆༂ༀ༻,0,2021-04-10 14:41:59
6747,121694,153626,广汽就接着吹吧,268657,song,0,2021-04-10 14:32:55
6748,121695,153626,先说这1000km，搭载多少度电吧？按视频里平均电耗18每百公里，实际跑687km换算的话，起码123度电,139690,路人之瞳,0,2021-04-10 14:21:57
6749,121635,153626,我也看了，900伏 500安，功率是450 但总感觉买广汽的人是40到50中年人的车，而且短几年普及不了超充桩，年轻人还是喜欢蔚来，小鹏，智己 法拉利，迈凯伦，蓝珀极您,260915,大功率电车开着舒服,0,2021-04-10 11:01:43
6750,121707,153585,我月薪5000还房贷上有老下有两小能买得起吗？,268688,我是一只黑矮胖,0,2021-04-11 10:08:51
6751,121708,153585,未来有线或无充电能实现充电电源和车自动对接就好了 就像国际空间和飞船对接一样 到时停车场就是个巨大的充电电源[偷笑],259737,远政,0,2021-04-11 09:51:54
6752,121709,153585,看见评论区用拿冬天续航说事，家里有充电条件的谁会关注实际续航？快乐表不懂吗？没充电条件的您也别买，踏踏实实开燃油车，两会过后老旧小区3楼以下都可以申请充电桩了，就算你住六楼，充电桩是可以共享的，连电车都没开过的何必来这酸？,263533,.,0,2021-04-11 09:06:01
6753,121710,153585,终于有台看得顺眼的新能源车了,225192,稀奇流氓兔,0,2021-04-11 08:44:27
6754,121711,153585,外观还是很心动的，有点雷克萨斯和保时捷的感觉,252804,房产专家-罗国权,0,2021-04-11 07:55:08
6755,121712,153585,方向盘的设计绝对是错误，还有尾部牌照处看起来比较翘不美观。,268689,福音分享.com,0,2021-04-11 05:47:48
6756,121713,153585,边开车边挖矿，挖了矿还能兑换商品或服务？哇，又拿概念来忽悠人。开车过程挖矿，你车用的啥芯片，高端显卡用的？那能当车的CPU吗？知道为什么挖矿不能用通用CPU吗？你一个ARM的芯片一天开俩小时，能挖多少？挖不出来，就该让你花钱买了，然后炒啊炒，就变成炒股割韭菜了。二代玩的就是不一样啊。,261426,兰捷,0,2021-04-10 21:47:42
6757,121714,153585,汽车现在无线充电也只能拿来说说，实用价值就是零，有线充一小时，无线怕是最少要充一天,260786,风蓦,0,2021-04-10 21:36:47
6758,121715,153585,现在车也和手机一个买法了？上市再吹不好么？,191177,IT崔小哥,0,2021-04-10 19:55:06
6759,121639,153585,还以为能用100度以上的电池呢，93度电池目前来说也还不错，车长点，电机功率大点，四轮转向，感觉也没什么其它吸引人的地方了。,268630,雷电,0,2021-04-10 17:44:42
6760,121640,153585,"不用刀片电池的新能源汽车是没有前途的。
再会扯蛋也没用/::D",162368,佳兴蛋品批发,0,2021-04-10 17:35:25
6761,121641,153585,个人觉得国内新车发布是不是该降降温了，本来就是一个交通代步工具。现在却无限智能化、高端化，目前国内道路这行车环境，尤其个别司机的水平及素质，就不怕碰撞吗？修一下也非常贵的吧！,268631,国,0,2021-04-10 17:28:41
6762,121642,153585,中国自研的芯片并不少，并且价廉物美服务好！只是国内终端产品公司不愿用、不敢用国产替代车规级的，不给试错机会！非得用国外紧缺的瑞萨、德仪、博世…！,268632,班得瑞的曲子好好学,0,2021-04-10 17:27:11
6763,121643,153585,特斯拉不是早就前几年就出无线地桩充电模式了吗 只是价位偏高 充电效率还是没有有线的来的快而已,216212,罐头-摆渡人,0,2021-04-10 17:26:18
6764,121644,153585,不低于26万,268633,阿鑫,0,2021-04-10 17:15:31
6765,121645,153585,思聪可以99999起交个朋友吗？,193087,彬兴,0,2021-04-10 16:50:21
6766,121646,153585,这车有点奔驰的感觉，看着就很高端,268634,Writing song,0,2021-04-10 16:27:32
6767,121647,153585,怎么说的一大堆功能，我觉得几万块的零跑t03顶配上都有[捂脸][捂脸][捂脸][捂脸],268635,Vassago,0,2021-04-10 16:19:19
6768,121650,153585,雷车前脸即视感，而且c柱为何非要搞个黑色的（饰条？尾灯？）横着把溜背的一体感破坏掉，特别扭,268636,U,0,2021-04-10 16:01:12
6769,121652,153585,11kw无线充电，离地间隙和发热怎么解决，这个功率有线充电都得380v30a，无线如何实现现阶段只能是炒个概念而已……,161031,饺子,0,2021-04-10 15:58:19
6770,121654,153585,上市前都吹一波 正常,161252,飞飞          ༽,0,2021-04-10 15:41:35
6771,121655,153585,马爸爸造的车确实适合马爸爸,268637,纳米,0,2021-04-10 15:41:18
6772,121657,153585,果然是阿里的产品！,268638,flee,0,2021-04-10 15:38:11
6773,121658,153585,无线充电？无线充电设备什么时候才能普及[Duh]空头支票,268639,不愿透露姓名的小张,0,2021-04-10 15:23:44
6774,121648,153585,到底是用来玩的车，还是用来开的车呢。连拍照发朋友圈都搞上去了。增加道路安全隐患有一手，哈哈哈,138614,shanne,0,2021-04-10 15:20:55
6775,121659,153585,这个是HiPHi X的轿车版本吗？ 系统配置、车内仪表、后轮转向都高度相似。,268640,Leo杨磊,0,2021-04-10 15:20:40
6776,121661,153585,冬天暖风能跑600我才认可你,186801,*冥王星*,0,2021-04-10 15:19:46
6777,121663,153585,自从比亚迪汉出来3.9秒，怎么后面的新能源车都是3.9，为什么不3.6秒2.9秒呢？,268641,蓝天,0,2021-04-10 15:12:40
6778,121665,153585,那个浓浓汽配城风格的中控长条黑框带鱼屏是认真的吗,138815,Doc.王,0,2021-04-10 14:59:25
6779,121666,153585,ppt鉴定完毕。,268642,老K-U,0,2021-04-10 14:50:28
6780,121667,153585,这又是一个新的贾跃亭模式,268643,斑马,0,2021-04-10 14:49:01
6781,121668,153585,"说个价格让我死心。

",268644,军师。,0,2021-04-10 14:36:44
6782,121670,153585,非得用悬浮车顶。。。,268645,HHG,0,2021-04-10 14:32:29
6783,121671,153585,到底是L7还是L5呢/::d,268646,绳子,0,2021-04-10 14:30:56
6784,121673,153585,挖矿套路吗，那我等矿难收二手/:8-),138241,c60201,0,2021-04-10 14:30:11
6785,121674,153585,科技时代的新兴产物能够代表新时代的进步/:strong,268647,佛都有,0,2021-04-10 14:30:06
6786,121675,153585,这车，玩区块链概念,268648,COPC,0,2021-04-10 14:26:44
6787,121676,153585,这是ET7兄弟？,268649,Johnny赵,0,2021-04-10 14:25:28
6788,121677,153585,感觉PPT,218291,康,0,2021-04-10 14:24:57
6789,121678,153585,一个电动车牛逼不牛逼取决于冬天高速到底能跑多远，而不是到底有多秀,268650,616+951,0,2021-04-10 14:24:14
6790,121679,153585,马丁尾灯属实还挺好看的,160605,.,0,2021-04-10 14:23:08
6791,121720,153615,隐私理论上很重要，但在整个社会已经没有隐私的现实下，既然挣扎大概率是徒劳的话，还是坦然点“享受”强奸吧。,268692,洲民生活,0,2021-04-11 01:33:51
6792,121696,153615,涉及了谁关他的门？,268658,willam,0,2021-04-10 16:10:31
6793,121697,153615,下次让妹子带上特朗普的头套,268651,忒,0,2021-04-10 16:03:36
6794,121698,153615,"这个车内摄像头，不想用，直接在摄像头上。胶带贴一下不就完事了吗

",268659,5小熙。,0,2021-04-10 15:31:53
6795,121699,153615,我去小鹏试驾的时候，销售也说自动驾驶的时，方向盘上的摄像头会实时监控。这不单单是特斯拉的问题，只能说特斯拉名声大，容易炒作。这个问题背后核心还是自动驾驶的伦理问题，再往下挖掘可以上升到人工智能是不是人的问题了。,268660,乔(Joe),0,2021-04-10 15:02:01
6796,121700,153615,"[白眼][白眼]马老板深的百度李老板的真传,李彦宏说过：“中国的消费者在隐私保护的前提下，很多时候是愿意以一定的个人数据授权使用，去换取更加便捷的服务的。”这意思是无需提醒用户,用户默认勾选协议,我们车企是出于提供安全监控驾驶行为和便利性去换取你的隐私？",162831,朱著东,0,2021-04-10 14:21:28
6797,121721,153614,松下还在画饼？国内某厂家已经量产了？,140600,蜗牛,0,2021-04-10 19:49:43
6798,121703,153614,落后，还在这挤牙膏，广汽已经在快充方面取得突破性进展了,268653,去码头整点薯条,0,2021-04-10 15:50:51
6799,121704,153614,松下？又要单方面提升能量密度，然后降低安全性？这也是技术乏力的表现,215392,小古（^_^）,0,2021-04-10 15:29:31
6800,121786,153613,来石家庄吧/:8-),217681,飘零的叶子,0,2021-04-11 22:05:14
6801,121787,153613,鹏厂威武,257712,梅子,0,2021-04-11 14:53:16
6802,121610,153586,前几天就看到MG和电竞合作的发布会，没想到这次的合作来得这么猛烈，都把电竞元素加到车子上去了,268327,邦友09931cca,0,2021-04-09 14:36:14
6803,121609,153586,最近几款的MG5和MG6整体外观都很年轻，这次的Cyberster也完全对上年轻人的喜好了,160199,邦友秋殇别恋,0,2021-04-09 14:32:39
6804,121608,153586,看到加入了5G互联等这么多高科技，准备给儿子安排一辆，正好合了他电竞的爱好,268324,邦友6cd2ace3,0,2021-04-09 14:31:50
6805,121607,153586,可以想象这辆车要是开在路上，一定很抓眼球,268323,邦友食人间烟火的仙猫,0,2021-04-09 14:30:47
6806,121638,153584,涨价了，再涨一万估计就没人买了，又没快充，续航还低,121619,邦友ac1d4b66,0,2021-04-10 20:58:52
